COMNID,DPAY_SETTLEMENT_AMOUNT_202406,DPAY_SETTLEMENT_AMOUNT_202407,DPAY_SETTLEMENT_AMOUNT_202408,DPAY_SETTLEMENT_AMOUNT_202409,DPOINTS_USE_202406,DPOINTS_USE_202407,DPOINTS_USE_202408,DPOINTS_USE_202409,DPOINTS_GIVE_202406,DPOINTS_GIVE_202407,DPOINTS_GIVE_202408,DPOINTS_GIVE_202409,DCARD_USE_AMOUNT_202406,CONTRACT,CONTRACT_PERIOD,GENDER,AGE
11,111492.41427931549,121429.78786120332,116228.5671907299,137572.7090392317,397.64275059492445,454.4440578056149,434.5043029066708,464.11882326297854,400.0497072136676,417.50504438019783,417.5870201990764,407.7402399544001,234848.52585195092,1,2,2,41
12,95511.95604580847,95376.5096843686,105464.86836577892,90192.68554879242,570.9172549942921,565.2630194864096,551.9201587037893,579.5383454137263,330.72456359334086,330.0859445063925,328.95131981822516,344.831886947307,211150.89832977264,1,1,2,61
13,123273.37910077546,141127.39446650015,141601.27587979726,127957.77858863956,312.4734657257529,304.3008328826424,320.6006430049981,359.0286475160923,283.78214311836047,270.3120044645607,241.28521813164735,283.2972222218157,259822.02549026022,1,1,1,65
14,71506.1583711529,85743.11118729034,66093.53248958306,91317.56474458735,311.96344769392033,322.56860739616667,301.52656058120414,336.2636525542254,232.30931083336355,230.24222498134063,271.5915201179524,260.73441574479517,257116.24241780202,1,2,2,28
15,113655.70068431072,114060.53505845656,144079.5100971526,116872.13472639139,349.1716821095475,404.4709910944073,461.33214718202703,389.7872996545089,285.12103848965546,306.6706430298136,292.09848777341557,283.4742504466418,218365.62691410462,1,2,1,39
16,93462.53787199792,96694.67554395086,81999.33772424948,107849.75795210178,503.7332007348407,571.7774970996873,566.899712556329,555.1322056911455,209.3073765995331,233.88762274002863,259.32538542259846,261.19572756512616,235940.7385056,1,3,1,40
17,71369.42561450515,60282.97242577021,92078.51323052004,84324.12242575389,283.643464599096,309.36574106095304,345.45691647576245,242.81260129681905,113.27787060757188,113.35965494923397,111.1142652850468,94.3837593920931,228871.72311550815,1,1,2,29
18,77111.38863151307,81652.49069981954,75720.54453873279,72479.43175003178,141.05901551158908,126.69181237882057,200.7230533797049,203.091241936308,449.3146938627757,428.6644310289274,411.31096552843024,439.91081542747753,176484.9744643586,1,2,2,41
19,77026.21067968823,89636.09663312945,87560.16527731407,88981.05149043808,442.9371194089746,380.69305385772765,406.0175321530251,394.9985936989908,272.3821290313537,259.41449873661907,290.5933842486677,314.05341327207134,296958.6226646419,1,3,2,48
20,96415.4614363334,85346.12548010671,103195.16844928998,123059.54281011457,494.3440495159507,530.6723665755529,491.8625039031907,493.1753778128016,320.1387142079261,301.2192694462579,329.58339250459755,295.6306627291748,229527.18706623398,1,3,1,28
21,97443.87962998875,96292.08240610166,104829.19904921553,106692.26652051754,551.1894092079665,511.2722140117828,517.8193775378733,553.5305667780603,241.75688556456547,267.936553254393,284.88807618577584,260.16562145496755,328527.3665134561,1,2,2,24
22,68552.74277137239,78621.26369342644,88619.99030244326,84824.21463549808,380.2273046779318,412.4620810366282,377.5555572715179,417.384790666163,227.68440762019117,227.0458563603298,218.25576448413622,235.86947483106914,148513.65308996366,1,1,1,59
23,79829.07099186529,91852.05731851423,96210.42212998273,99447.68733834928,364.4961023796108,405.5009363163243,428.7399430210262,374.99654926552,276.70288509653795,258.0253933063157,231.8548569658347,236.6477647111575,200492.66047069128,1,3,1,30
24,127706.56352053052,130059.37013998893,144249.19673068373,144733.2350156114,556.6677044846667,590.8775294497456,556.3261618719537,535.8648899741985,147.23564693672807,137.68144183050953,131.52807992637665,165.261041484985,232270.07579158182,1,1,2,20
25,122848.7331890475,112827.9818779675,132126.30292615585,124588.25641079633,241.44292950504197,275.52446561258057,274.3004398026112,261.45007697947733,449.23403312882397,432.1001319014177,471.71169708129173,452.3742282593251,298186.69447385136,1,1,2,61
26,103040.95115904987,98186.40137428806,85553.01028637053,108980.38911298636,389.5816488131104,391.22851409044523,350.239667941279,392.352522534153,175.92533742770718,182.2081100346633,147.93589708472274,189.43905243661678,256142.41574359854,1,3,2,20
27,87275.02384669264,74237.63389395422,95997.65845805986,80024.014169503,450.9312555024789,447.7618878434559,482.64783446542697,479.0993961936982,178.38632176125876,181.51149341680832,191.07779899708896,173.02800595111313,240187.8800506872,1,2,2,58
28,92438.28354680791,90074.21216754377,87634.18770430122,85414.5606818569,479.3461227268483,479.23836793859584,527.816318844482,477.22519374751795,274.1486638365291,271.19539432440195,245.54770722861642,268.48078898025534,159219.3417852561,1,1,1,65
29,89206.10478078749,97856.62331763904,90959.20971972094,97203.12283347399,344.23421776256134,416.4212221020306,345.74658198672415,446.8704186121794,364.24808863167584,386.04899121495225,406.04480110499145,358.70128499039936,165817.10803543468,1,2,2,24
30,74608.9279432018,68201.49196163769,68066.0699839043,81590.5890405435,450.1845612980028,384.3776907839268,464.5910183612881,474.24782637411624,290.9217374858721,292.40277674167214,293.4505309636232,295.6597270119454,216863.27575791,1,3,1,68
31,82880.90030717906,79259.24947677627,89051.29643995418,92255.96166487725,164.2383771623826,205.8886479894129,241.47330426695487,221.59385103006952,159.9907250562009,176.1333629917796,200.3653609740423,157.5998886420433,160084.56643409232,1,1,2,41
32,51380.29596665431,41551.5101408862,61624.41885830162,59612.92486378891,361.4145148172426,357.6841211497941,434.57775824679914,366.0263061519759,394.2991930531419,384.3726746559454,386.38413534123936,416.5130862823685,182805.78053979747,1,2,2,45
33,92160.98221481596,94321.02924621046,112656.7593937888,113346.01229588488,501.0689696687525,501.07593018966446,480.24589912970794,567.5212614886302,358.6649788691661,320.66574382743346,321.5718304986087,337.05241450573595,256270.67921403793,1,2,2,25
34,92407.91980475982,112252.12004442801,120631.62822171373,113626.85003518985,367.35956841993436,362.10553016963314,375.1685069128781,338.60026614630226,318.86465874260637,299.5104200639241,310.80158721914523,362.0919384772559,190686.67672306838,1,1,1,51
35,71229.83677541166,92950.87879390056,86371.64072310078,80986.61905426944,401.88853338643196,406.0286246710991,498.7921167591222,434.48411384025627,331.5585983221745,337.5613608406384,318.60554650884166,320.88098954545404,285758.4546912412,1,2,2,67
36,126031.91342646773,145873.07805299334,129685.01178991357,110951.27262350348,475.29214663376274,487.88125727025084,506.72869180368116,515.8895279889302,447.2002666748274,482.9567851506176,483.3645688851202,462.69593812562016,280693.7732498186,1,2,1,30
37,55539.66454852311,82401.19082392982,68628.39513806104,58189.05472155188,401.2033436175442,420.41219061823085,454.2974075841278,421.60192390243344,428.67257745936473,415.89135620165746,440.9291472244378,479.02197567753234,130784.87155641067,1,3,2,29
38,50671.16360647187,48743.123129122556,71919.20795959861,43710.36041491022,416.89577657582817,469.6848799579115,465.9705274995081,442.4948478224218,219.5314916372208,215.08070274365556,217.1827662991667,196.53885212423404,156098.33820153572,1,3,2,66
39,85977.93394082155,90404.66035847284,102332.89403724422,101597.57962346183,349.7785707599021,350.06071487805985,365.5561677846627,419.6021583341962,421.783686582609,446.75324158266,410.3606241886291,395.9254663074933,104647.92126321374,1,2,1,58
40,99951.06228743673,110714.10970386532,112288.10892594945,103009.88431543802,411.6641255786788,392.712246435975,410.6905952365293,458.6068569761805,292.43041784347656,320.2380062141111,343.4797041123376,320.55482377449863,187222.10224357882,1,2,1,53
41,118755.08670338492,122822.95548682037,151502.344633209,121248.70909939932,494.9048088728222,478.96277603952603,506.0836122287095,511.1417759969604,343.0466035579327,350.6805859648299,333.07034344988455,299.5520537570933,265863.42812181043,1,1,2,50
42,81266.86730594738,81517.64804158345,76268.11438131936,83908.45453318824,427.34623773000476,424.35587641422796,478.70878119313437,537.7306000293413,125.46614437408614,131.93743443276202,129.16126497651152,155.0546819089146,200844.5110119106,1,3,2,31
43,103521.15503726574,135649.5308841015,131027.10014912597,132233.5445385862,379.6046059112334,407.96824016879907,370.4482932922335,415.6702773722541,259.81001788019387,257.21102346905553,269.40609191360215,269.77722646937866,226397.54161466274,1,1,1,63
44,77363.20921118175,78409.31515206188,74978.31549406261,108161.68958473815,469.186119556878,468.95451517488124,465.71404923485665,472.06461133529245,208.45435976912964,234.30877917996497,248.00034798299157,184.70120029823113,145117.07171044583,1,2,2,35
45,83006.76056625688,79412.14263904063,98310.85243860107,90726.826932374,504.00693673818046,519.9083818848804,544.2871894920659,589.9041084189696,334.721689562932,358.71511229903126,358.5482917600435,365.60008095113403,244973.2825666399,1,1,1,57
46,102394.32706133438,124111.45805062438,126912.0189704555,131655.75109073793,214.72715412299112,193.84106882690537,306.58259813753523,264.7754141464784,325.0290272873309,363.7987485110307,333.7213928422432,340.437778168333,177974.65602300386,1,2,2,22
47,103060.08031867651,96886.64413741988,82159.82871617336,77861.22992845548,537.1860201346624,564.8993225777535,504.42425174613254,584.3647643652008,94.75499541223165,88.79077573332499,95.7363033459398,129.46667385815383,210640.28523157965,1,3,1,21
48,51199.615363803656,62407.96336367217,62139.56373697614,91630.4651068127,400.7824402744121,435.3836382913733,475.6718261516013,404.78409731707774,271.23180026420147,301.3742501241966,258.39850082959595,280.806718844544,225854.38684413157,1,3,1,24
49,113230.02309638454,129877.3806932,130115.77548944645,134918.30270908668,473.52494089163565,437.2938060867947,484.75284039134004,494.03139789501245,358.30914394383694,419.9534833340944,398.56351689073955,360.6486710894253,161875.12741220125,1,2,1,30
50,111854.17526023269,122466.81725026933,122625.39033248583,124143.87635824797,567.8211347469106,553.6625046021736,598.6716884353443,557.4039024885963,264.60872290596615,233.62835924898934,290.1913077321975,242.9576325157067,165571.6903918369,1,3,1,44
51,72933.76652257683,79406.40230083434,84026.61719709297,69118.35075852847,283.2274645264701,265.72215633060927,347.66541127670564,356.024702658197,339.6776302800669,366.39747459517787,325.8243520444768,344.9104781083521,259763.58164180294,1,2,1,54
52,90953.26228196024,107302.17836568803,101550.74861726815,96345.06017679122,334.68828770242885,366.4474375153487,425.99080297546175,330.77347545472145,294.4920604924831,298.72721455701935,295.16163301402014,290.6427415406162,236071.85403957087,1,1,2,54
53,92107.38318542473,90949.91816060507,88749.62980931567,114020.8671593254,408.33285195883957,394.11537348530186,399.3062744705358,462.121243404375,282.8963629714784,300.6634455354471,308.2266542094558,331.49188807726165,258801.22701610072,1,2,2,41
54,80961.58689206894,90249.84402151813,125630.02242234345,109694.66606944935,342.0740508275831,383.0519128968052,364.8665086440232,345.30437202661886,271.5195673352874,263.68759150530286,259.78818267640537,283.1838139406042,249875.9250440469,1,1,2,56
55,71166.96087749102,84350.27280774323,74951.442563302,94019.7974819534,619.1672965644082,628.5708444864725,621.8857746150937,621.7560214887754,152.34160071140846,158.5630700863433,163.42701708268328,215.51421608886318,249122.11181616376,1,2,2,41
56,75143.64898164773,55873.14004909646,83777.46750658583,70640.08162574207,344.4735632264727,403.067922786342,353.5997753424004,355.4662989825938,171.3479798545156,189.5348193071101,185.29497470802693,195.89553694750396,139265.45320739294,1,3,2,30
57,88740.14617701553,103654.75681361803,83726.84245514598,80541.20288494295,387.5415861386098,392.82298657229853,434.00815129648754,378.8407474564571,313.9988022968183,304.52312860038194,307.67613575936116,328.6620050464578,213799.20727204514,1,2,2,51
58,106099.01526723079,116488.5041371651,88144.2221049389,121382.65905047489,430.15256222568195,480.59353722342587,468.1340721299537,491.1324276043625,282.75352476854226,291.07831023707473,307.00307453973136,275.61860882809754,217041.18258769912,1,2,2,54
59,102369.43308279746,102402.32061970016,91777.84860690103,117419.81245846074,312.6527726569875,313.0538229429368,281.22861744814,329.62937099252684,278.67435004863086,313.5934611906854,233.71241017478843,261.5172687753769,301460.8362770451,1,2,2,50
60,77444.1929997761,66282.5845818673,67216.43305097622,87635.48610085076,376.44666467669526,377.33998928751623,391.44151415496066,390.400966019907,233.4833959815476,233.29816683093856,210.66000817635683,251.04890738079393,245908.18369866195,1,3,2,64
61,93744.74235388715,92567.88295896951,120532.78468366076,132656.2379162444,437.3378530634931,506.78819916572013,434.3933253241111,486.36519203035135,249.03154376656354,252.21002559570562,264.2856814517785,264.3170374733119,292149.2135961414,1,2,1,27
62,19767.22730512721,29043.310944389872,27746.73139486503,38526.20952025016,379.49180200032856,454.01161116816127,409.86379596094866,395.83135776175357,360.18452087388835,361.36338003759613,339.01541880237005,388.38423087938907,246024.32518960888,1,3,1,39
63,114066.6036205407,121049.61251039806,108806.2179372825,117964.68434994727,409.77177227448794,461.8309850871527,460.83780434704323,424.5280491399625,270.2405349293908,272.9098453303779,243.16117428786706,253.5829417624785,178280.9023668232,1,2,2,61
64,48340.705798132636,34439.564302452156,44433.75587319317,70264.12429232804,401.96067929564,401.0036324490489,377.4324885860523,352.14889608399875,136.11122130267685,180.82627031691052,173.97828015792683,144.65027632520332,226333.74389320824,1,1,1,53
65,71680.85855657446,90634.82917971091,85879.60595651859,106039.63323581794,267.1341610920701,269.330162447365,286.461980142886,285.04369927738037,340.6554705301178,357.8990622502524,352.99815864055057,331.3437235139758,223309.49142789148,1,2,2,23
66,51310.22125029945,64006.28886639346,61009.099911141755,52367.77321040895,436.7285161283594,516.4081663367323,473.91636236377803,496.9854569257599,259.2577381099152,253.48516018677515,259.18822453184515,294.72690249195307,194719.4627176622,1,1,1,37
67,57127.78993120616,61872.13575816536,78014.62726054335,52336.1948650479,608.1228556146575,642.8785866338345,629.7155819797815,626.6070547034652,266.9490763639348,291.18304933901805,318.095105188218,251.38009783318182,187126.89102039143,1,3,1,23
68,110240.2900425522,115752.46516447846,118841.00762464032,113517.61418140982,432.42377629189735,512.5865213582272,467.32264643740956,506.2920731475381,403.4996655477653,341.25014985324367,408.59748473876266,423.38926371998843,218584.7457563669,1,3,1,39
69,72157.52025353115,83339.1483522263,75784.06654506881,133030.10274259213,442.685351484551,437.89369321755777,496.74407456281597,550.9109359363941,279.4675900494082,291.70440685174003,302.1710495771343,270.5436931402906,297662.44452663703,1,2,2,28
70,86663.85183394495,89805.79173524833,109132.87425665854,98008.04919650033,496.04780619476344,545.1492705491073,586.9377849997816,505.34572362206427,301.88213453674007,278.77883967359276,308.7058094568279,285.4654076415076,120590.95468306956,1,3,2,35
71,81314.70957938267,95310.68930710474,91156.87469869517,92234.84427725778,322.5914920652615,339.54014549157404,326.77182827533227,298.0674176142014,208.06362978487846,179.13424306613547,228.3103158562806,193.59834167837647,285372.0697075784,1,2,2,45
72,100756.77664018671,76346.83514549804,101798.77941274185,113816.0954915812,613.6655811209441,609.9906498055188,642.3252574323519,654.1459622037289,254.33866762882846,277.33146598480727,283.59371389040695,293.64550432437846,174730.6705532374,1,3,2,57
73,79571.52973282916,87032.24895552856,75984.818976422,111190.37136340722,461.9174837797548,511.1479260483733,422.60617721193194,480.28912690325654,319.16566136604297,298.0402869642899,329.63147912614033,335.5709671523515,140062.33316052303,1,1,1,44
74,56131.65036411602,65876.97314799765,65487.12192280484,71886.93226304995,569.5121142185063,625.2560443616474,601.8102003419449,647.2619182193602,142.850619507654,177.35875725714112,168.14671563085022,150.31921709187583,275676.70899822225,1,3,2,23
75,110979.12508703076,106475.84323679806,115783.87206075879,132390.54881454664,414.4276616819075,348.5899095937515,368.5841936437389,388.66162238373636,294.36229000644505,293.58151122348227,290.8512903386381,270.14662265712934,258285.8561837125,1,1,1,60
76,77595.74978389252,61855.76529711393,98127.67020315389,67215.30059138496,632.8312364612668,628.2560217675501,601.2867455861693,625.9754568555092,277.58241188929526,317.1255955373292,282.6452890444821,286.08630258952974,283790.2734719007,1,2,2,64
77,54764.00109569976,66448.63581440969,51845.63846796511,52377.035655664105,517.8561206672957,499.0497851903849,511.4357674624522,521.854997956915,273.5011336229666,265.2461132662794,257.23477988628343,256.66000004120633,249803.77762945858,1,2,1,60
78,73195.46610360051,68953.81865941123,110775.0002613079,103875.00103937635,462.0177730972917,491.2485371236705,502.079467055567,518.2873119362174,353.2401597927533,326.71695740572045,346.80747984331686,356.77422746425486,335904.3746772858,1,2,1,57
79,115167.71988518836,119340.05573740332,128697.61561463405,125179.34253443833,472.35704768999693,494.51723004150676,458.26254421037055,467.06902856386904,294.73595264553035,306.176146881121,347.97450889099616,305.49392822004967,223000.45758804746,1,1,1,38
80,99315.28950000335,108534.78081294608,90771.49232986417,93067.67576713988,395.12456798656854,454.82535954958155,503.2021638276999,461.7321754884912,379.1156598362294,409.9872732254604,374.1651244429439,351.03492205430604,209674.8823161957,1,2,1,33
81,73730.02665648906,83225.22884949649,74884.57994281614,68188.8883375847,546.167749754668,576.6895358610682,585.4214260947192,530.9830486623514,196.78443682543076,213.93157752868154,187.40298449680432,228.27928284423484,227933.13131421094,1,2,2,40
82,72614.55853712272,94704.95517226958,102066.83588423324,75850.73383346085,410.42040146361904,441.5337406871187,524.0666691505849,500.4602960666376,276.5982519022185,268.1642026589231,288.99959183828577,266.10353591505907,283995.1105808901,1,1,2,34
83,82487.77695751484,83034.67337571547,100486.04869120108,88599.1821080211,208.46336792247456,264.74128225314547,298.0725650063049,197.09100720380366,285.9625354535024,254.26468150879757,285.54915701614436,283.0381588877819,191198.4922970384,1,3,1,22
84,126232.92901013614,135809.5137181862,133752.08144994284,143545.65321711864,327.0522838058424,359.98334296802886,319.10396982578817,342.6344224201364,186.12115493351357,188.2131610215623,202.13415689421282,205.13630541584394,173335.88076166017,1,2,2,56
85,94211.27776364454,97079.66871311865,101437.72148132528,97702.80904546897,431.5401182861351,372.2520724235338,432.5422388033196,421.4841428620188,340.704977022372,366.8324799768195,347.12118600502646,382.6745945308913,228088.05159298907,1,3,2,69
86,94359.19887282842,104730.39378548415,86625.50965910974,109375.82078241419,474.6979867124562,484.494261567483,467.95515968431823,435.5092272070201,479.4463205437514,475.28960011035184,474.88139180815216,450.1308043407688,116789.346431312,1,3,1,65
87,107810.26321967864,124540.62205111208,128462.98196346094,109049.67178023262,437.35753104486935,438.6354571580305,439.48646833142044,382.5405686096483,267.1048252580889,310.0820407707364,301.48722286422804,228.4558088218356,230721.16032183202,1,2,2,35
88,88502.18923060081,96151.20147525221,84922.57813923666,118134.58620478403,550.6017498401723,600.5084166416535,542.6040689037045,538.9716388762113,319.7440322803285,312.93258303355304,345.7343339415314,341.9749613821271,111296.02144897456,1,2,2,33
89,77410.86982831307,92637.66065941592,96956.05041706694,128096.75850217126,226.75567328881328,266.4604885419825,241.64375372103083,256.2603433929477,266.26173447534467,249.86354930073242,281.4112420524894,261.771580336702,222187.29376329618,1,1,2,28
90,76996.60137134482,100626.2923671224,104297.51144228209,85183.81203703408,450.13669652182386,478.8893446946996,475.1443600965132,446.2932697871245,182.53013644045822,246.84655517311063,235.1400949854852,230.10209127910048,272981.2360219414,1,1,1,66
91,76498.12914468316,102139.81728146144,91145.84146235284,100766.96697370292,264.63024392329,253.74474846985567,278.1957391695506,236.97361042614918,115.83419026068299,138.24308405805377,111.41650533301492,142.7709717785516,198255.392689995,1,2,2,26
92,78645.38941668859,85402.66123369106,102866.89166326955,100231.71763205485,506.06847464708864,526.0207810623899,533.5733395049049,566.5396620360884,181.47639075637386,229.18187956238899,209.10380044692417,158.49753269893904,305257.7492466127,1,3,1,33
93,97725.5022672385,114916.91443019127,128724.26736904794,111633.02226663848,444.75916895406783,468.86467764991636,438.76388380929296,403.58858821794286,155.09038652157278,183.98513736599318,145.16866155005064,136.3465940929727,146456.35934229172,1,1,1,25
94,78023.72029396861,93526.62931661792,96254.54330667485,105837.68189626536,467.65961192609166,490.0146052133035,517.78326995952,512.3345171488952,428.3578714628153,441.6010380521027,415.4132724695364,407.11194211038674,265783.0331649574,1,1,1,40
95,92741.37202363144,115825.10152165072,104549.17974712823,116835.11937900899,324.0061252351024,368.8517906129706,355.9004131586672,336.94179368955724,247.2119491549911,270.3308248031368,253.60683895894198,219.10866610735616,239919.76610971152,1,2,2,34
96,88596.36786100424,94072.01423345786,89583.43410721015,86319.86484205493,557.739248324955,531.8677742125132,619.6930633586236,544.2623151710183,210.73579581231354,275.85748634278775,221.91258250013047,225.5654281510781,145891.60885087264,1,2,2,27
97,87693.60123059076,94329.38456668369,84656.84897425675,116320.89039566212,536.2919119710765,552.1162653160686,498.74453969535824,536.0573075981983,363.6361608482124,362.1750312658602,343.4122015314015,353.58987718555784,364362.58201145753,1,2,2,53
98,42776.80266834024,54375.70711282139,42848.98079651537,58060.98002165949,486.7138289556606,447.9944312580055,528.0587610204615,526.9519117173121,173.12959032166518,177.14826394536897,155.6882362559099,188.49023872970358,227115.44744947454,1,2,1,59
99,114684.42578857244,110878.93305443894,115635.43465995806,107554.54719659418,442.66138653130116,421.56392923290827,451.69940868107665,395.90430261571356,208.4148012271055,213.98610751626558,245.19473903255866,224.70396557252127,167897.59845417223,1,1,2,20
100,83688.5209243947,99873.09996932495,96962.37165216844,138577.80737567088,504.091768143994,509.8911952613202,487.7487318119667,516.6093863447143,287.26998107685586,297.7806620078598,274.2953203150242,294.43020111446674,148069.96264910998,1,1,1,51
101,109838.25857950216,108371.87859137397,115891.03231940824,113217.00153985905,330.69192342883093,402.3216670358022,368.6538123956068,350.4879432711235,360.1491107887157,348.12502402900054,382.007840786641,328.6649279742862,221317.10047702777,1,1,2,68
102,26517.56202222914,29557.649030051045,16195.658637895362,40899.050057482455,546.2429061860369,505.5807675985119,549.4992940753423,512.1325597946897,321.39248990768107,337.8639856562321,310.2934538128036,294.43783834525027,201343.1031329056,1,3,1,24
103,130692.72921017862,149399.24338934125,132656.06819336888,139399.0992643196,540.1197482158086,626.1586137364951,642.4261468468545,626.967337103624,303.3724462444519,303.0296814182147,275.96725488225854,315.0933351915115,236431.10050251588,1,1,2,49
104,82752.97602325057,91983.48654800837,101569.62163798208,90259.7882726284,580.0815434549686,601.1158581287825,504.5771609479854,622.265540896253,250.05769933003947,293.8817836008776,309.7598982459997,316.73602363893485,199244.99626256307,1,1,2,41
105,97802.43102352404,106430.60711243632,100736.56501103811,123893.62691041056,351.2936427481215,357.81743704779035,395.88713504888665,349.70924331963107,280.80365234004177,340.8289749131451,313.7929401042968,292.67070746489776,243108.93250140964,1,2,2,39
106,64679.18379528353,66427.70714319295,71400.198427104,61526.88282111501,462.3503769942803,439.73014407563056,472.41219616058356,507.7381492370203,303.69977734977294,303.2635699618643,333.87041812858627,301.31034429227947,200299.34536877257,1,1,1,35
107,98933.25737444939,112818.06263573091,82000.16637047047,116203.62889909727,299.48552084466246,329.3810443358479,354.44453885309184,311.30447430714645,175.87613087146983,199.0304550961514,188.27175949318084,213.74387588412304,112081.77504685849,1,1,1,26
108,52971.76224390481,61569.821635640685,55266.14446924879,47556.37831064043,494.94313977437116,471.47912092147874,452.06077470308225,492.99672747366367,263.5966500561987,282.0345684684896,274.7877317393234,288.4374500744378,193562.98927254736,1,1,2,26
109,82244.86225509338,62704.343967973786,89216.55143822049,63053.57451722695,475.055077260917,470.4903840820483,568.4193102398901,527.2016215787585,165.162269454115,191.41176809096496,214.200724130962,189.12958117816018,102386.41419782567,1,2,1,69
110,124836.66504819959,114196.13567131528,126569.21555758033,160666.49528486346,240.35046227003826,290.71847429785817,236.43416805636068,237.7126817209869,270.4123850918537,292.7325907161381,306.7216564420468,273.6736035430861,243031.18924838337,1,1,1,69
111,84546.29068541556,68896.59598268519,110051.22637119557,72343.65158390628,339.9999817958873,390.12859387006404,376.72045121245395,299.198218804921,226.3084237256736,268.814624363269,244.6167724112337,281.2535487762515,183187.89021224377,1,1,1,21
112,83521.0105157129,81360.50888094987,101537.9747886862,69949.27468304154,412.9980319206403,391.66540683537875,419.6105717336383,435.4913841821959,459.08861950735155,470.9150046159455,549.8558936187918,485.07471065316844,234237.76487750487,1,3,2,66
113,105854.44222450317,95592.69521576697,115768.50259244698,93930.11207778227,380.7379481985021,397.79143308545497,395.3540231699135,467.75753918051976,251.01220812672688,263.0593065264438,271.197233453456,284.58728992420856,305357.7209245573,1,3,2,33
114,100361.16005726736,113766.01155553348,88995.8531607133,131014.4967974031,323.86578474483395,315.8562375858549,337.0057266195618,351.55214761685403,162.44078108170848,193.36163260303348,142.27156995969256,174.14723631401114,186173.31499396483,1,3,2,50
115,89276.21924356076,92546.58597627885,90387.11358073809,71130.4519987808,479.3800129988852,472.4636313294556,519.7716362839094,446.6873515131224,247.15054414251958,257.94264434867495,249.21448233423172,253.01721500582977,280443.60044247203,1,3,1,69
116,92252.36225672068,93666.58465795733,90507.58586475316,87962.00731045124,444.2418863824268,533.1461363084122,428.5662168717083,456.6873695749837,302.4540157963571,325.87059697808513,316.0539098638465,322.5651201173171,203016.70991925226,1,2,2,60
117,128600.37108027343,123634.18107457977,127283.01083015848,121195.42444001071,426.41585532939126,414.65605191151445,451.6207522807583,459.96103404945234,371.0749404905907,402.03316639588456,444.2446158020349,407.42426193463984,319960.76193401153,1,3,1,33
118,82766.58947041165,87416.36008461489,98814.3415724819,89735.68610297816,351.2693979597029,362.7882925483799,374.05549502445103,421.8541565214217,251.9168116428679,199.25411883777338,229.11693076196894,226.04085618152484,179612.148226804,1,1,1,24
